"tweet","avg_perceived","avg_sentiment","viewed_all","poli_affil","is_moderate","co_cross"
1194,1.6,1.4,15,"right","no","cross"
1194,5.6666667,4.3333335,15,"left","yes","co"
1194,1.6666666,1.6666666,15,"right","yes","cross"
1196,5.375,3.875,17,"left","no","co"
1196,2.2222223,2.2222223,17,"right","no","cross"
1196,5,3.6666667,17,"left","yes","co"
1196,3,2.75,17,"right","yes","cross"
1197,4.3333333,5.3333335,14,"left","no","co"
1197,3.75,3.625,14,"right","no","cross"
1197,4.6666667,4.6666665,14,"left","yes","co"
1197,3.5,3.5,14,"right","yes","cross"
1198,5.125,3.625,15,"left","no","co"
1198,2.4285715,3,15,"right","no","cross"
1198,5,3.3333333,15,"left","yes","co"
1198,2,3.6666667,15,"right","yes","cross"
1199,5.1111112,4.6666665,18,"left","no","co"
1199,2,1.8888888,18,"right","no","cross"
1199,5.5999999,4.8000002,18,"left","yes","co"
1199,3,2.75,18,"right","yes","cross"
1202,3.8823528,4.5882354,25,"left","no","cross"
1202,4.625,3.375,25,"right","no","co"
1202,3.875,4.5,25,"left","yes","cross"
1202,5.3333335,3.5,25,"right","yes","co"
1206,4.5454545,4,19,"left","no","co"
1206,3.5714285,3,19,"right","no","cross"
1206,4.5999999,4.4000001,19,"left","yes","co"
1206,3.75,2.75,19,"right","yes","cross"
1207,5.5,4.1666665,22,"left","no","co"
1207,2.0999999,2.3,22,"right","no","cross"
1207,5,4,22,"left","yes","co"
1207,1.75,2,22,"right","yes","cross"
1209,5.625,6.625,19,"left","no","co"
1209,1.5454545,3,19,"right","no","cross"
1209,5.5999999,7,19,"left","yes","co"
1209,1.4,3.5999999,19,"right","yes","cross"
1210,3.6666665,4.5,12,"left","no","cross"
1210,4.25,3.3333333,12,"right","no","co"
1210,3.5,5,12,"left","yes","cross"
1210,4.5,3.3333333,12,"right","yes","co"
1212,5.875,2.7777777,21,"left","no","co"
1212,2.3333333,2.0833333,21,"right","no","cross"
1212,6.4,2.5999999,21,"left","yes","co"
1212,2.8333333,2.3333333,21,"right","yes","cross"
1213,5.4166667,5,22,"left","no","co"
1213,2.0999999,3.5999999,22,"right","no","cross"
1213,5.375,5.25,22,"left","yes","co"
1213,2.1666667,4.3333335,22,"right","yes","cross"
1214,4.3333333,3.909091,26,"left","no","co"
1214,5,3.6666667,26,"right","no","co"
1214,4.5,4,26,"left","yes","co"
1214,5.5,3.7,26,"right","yes","co"
1215,5.7142856,5.4285712,21,"left","no","co"
1215,2.5,2.0714285,21,"right","no","cross"
1215,5.5,5.25,21,"left","yes","co"
1215,3.125,2.25,21,"right","yes","cross"
1216,5,4.8333335,19,"left","no","co"
1216,6,4.7142859,19,"right","no","co"
1216,5,5,19,"left","yes","co"
1216,5,5,19,"right","yes","co"
1218,5.3333333,5,24,"left","no","co"
1218,3.2857144,3.7142856,24,"right","no","cross"
1218,4.5,4.5999999,24,"left","yes","co"
1218,2.2,3.3333333,24,"right","yes","cross"
1219,5.4444444,4.7777777,23,"left","no","co"
1219,2.5,2.7857144,23,"right","no","cross"
1219,4.8,4.4000001,23,"left","yes","co"
1219,2.2727273,2.8181818,23,"right","yes","cross"
1221,3.5,4.3333335,17,"left","no","cross"
1221,4.5,3.625,17,"right","no","co"
1221,3.4000001,4.4000001,17,"left","yes","cross"
1221,4.75,3,17,"right","yes","co"
1224,5.2307692,4.6153846,22,"left","no","co"
1224,2.8888888,3.3333333,22,"right","no","cross"
1224,4.6666667,4,22,"left","yes","co"
1224,3,3.4000001,22,"right","yes","cross"
1225,3.75,3.5,22,"left","no","cross"
1225,3.6428571,2.5,22,"right","no","cross"
1225,3,2.25,22,"left","yes","cross"
1225,3.5,2.25,22,"right","yes","cross"
1226,3.75,4.5,17,"left","no","cross"
1226,3.7777777,4,17,"right","no","cross"
1226,4.2,4.4000001,17,"left","yes","co"
1226,3.75,4.5,17,"right","yes","cross"
1231,5,4.3636365,17,"left","no","co"
1231,3.6666667,3.6666667,17,"right","no","cross"
1231,5,4.1666665,17,"left","yes","co"
1231,4.5,4.3333335,17,"right","yes","co"
1232,6,5.5999999,21,"left","no","co"
1232,2.875,1.9090909,21,"right","no","cross"
1232,5.5,5.5,21,"left","yes","co"
1232,2,1.7142857,21,"right","yes","cross"
1233,4.8,4.9000001,26,"left","no","co"
1233,2.2666667,2.75,26,"right","no","cross"
1233,5.5,5,26,"left","yes","co"
1233,2.2222223,2.5999999,26,"right","yes","cross"
1234,4.8181818,3.75,25,"left","no","co"
1234,1.8461539,2.1538463,25,"right","no","cross"
1234,4.5,3.7142856,25,"left","yes","co"
1234,1.75,1.375,25,"right","yes","cross"
1238,5.2727273,4.3333335,20,"left","no","co"
1238,2.5714285,2.75,20,"right","no","cross"
1238,4.5999999,3.3333333,20,"left","yes","co"
1238,2.6666667,2,20,"right","yes","cross"
1239,4.125,4.1111112,17,"left","no","co"
1239,1.3333334,4.75,17,"right","no","cross"
1239,4.6666667,5.3333335,17,"left","yes","co"
1239,1.25,4.8000002,17,"right","yes","cross"
1241,5.25,4.5714288,14,"left","no","co"
1241,4.5999999,4.4285712,14,"right","no","co"
1241,5.3333333,4.5999999,14,"left","yes","co"
1241,5,4.75,14,"right","yes","co"
1242,6,4.6666665,18,"left","no","co"
1242,2.6666667,2.2222223,18,"right","no","cross"
1242,6,4.5,18,"left","yes","co"
1242,2.5,2.3333333,18,"right","yes","cross"
1245,5.7777777,5,19,"left","no","co"
1245,2.8,2.7,19,"right","no","cross"
1245,5.5999999,4.5999999,19,"left","yes","co"
1245,2,2,19,"right","yes","cross"
1246,3.6666665,4.1666665,28,"left","no","cross"
1246,3.0625,2.5,28,"right","no","cross"
1246,3.875,4.125,28,"left","yes","cross"
1246,3.1818182,2.6363637,28,"right","yes","cross"
1249,5.375,5.5555553,19,"left","no","co"
1249,3.5,3.0999999,19,"right","no","cross"
1249,4.75,5,19,"left","yes","co"
1249,3.25,3,19,"right","yes","cross"
1250,4.2857144,3.2857144,16,"left","no","co"
1250,4.1111112,3.3333333,16,"right","no","co"
1250,3.6666665,3,16,"left","yes","cross"
1250,4.3333335,4,16,"right","yes","co"
1252,5,5.3846154,21,"left","no","co"
1252,3.3333333,4.375,21,"right","no","cross"
1252,5,5.5,21,"left","yes","co"
1252,3.3333333,4,21,"right","yes","cross"
1255,5.6666667,5.1666665,20,"left","no","co"
1255,2.375,2.5,20,"right","no","cross"
1255,5.8333333,5.6666665,20,"left","yes","co"
1255,2.1666667,2.6666667,20,"right","yes","cross"
1256,5.9000001,5.75,23,"left","no","co"
1256,3.090909,2.8181818,23,"right","no","cross"
1256,6.2,5.5714288,23,"left","yes","co"
1256,2.8,2.2,23,"right","yes","cross"
1259,5.8,5.6999998,17,"left","no","co"
1259,2.8571429,2.8571429,17,"right","no","cross"
1259,6,5.4000001,17,"left","yes","co"
1259,3,2.3333333,17,"right","yes","cross"
1261,5.5,4.7777777,17,"left","no","co"
1261,4.5714288,4,17,"right","no","co"
1261,6.3333334,5,17,"left","yes","co"
1261,4.1999998,3.8,17,"right","yes","co"
1265,5.25,4.5882354,28,"left","no","co"
1265,2.5714285,3.3636363,28,"right","no","cross"
1265,5.4000001,4.5454545,28,"left","yes","co"
1265,3,4,28,"right","yes","cross"
1267,4.75,4.625,15,"left","no","co"
1267,2.8571429,2.5714285,15,"right","no","cross"
1267,4.5999999,4.5999999,15,"left","yes","co"
1267,2.25,1.75,15,"right","yes","cross"
1269,5.1111112,4.5555553,17,"left","no","co"
1269,2.25,3.25,17,"right","no","cross"
1269,5.5,5.25,17,"left","yes","co"
1269,2,3.25,17,"right","yes","cross"
1270,5.1111112,4.5555553,17,"left","no","co"
1270,2,2.75,17,"right","no","cross"
1270,4.5999999,4.4000001,17,"left","yes","co"
1270,1.75,2,17,"right","yes","cross"
1272,3.0769229,3.25,27,"left","no","cross"
1272,5,3.909091,27,"right","no","co"
1272,2.6666665,3.7142856,27,"left","yes","cross"
1272,5.6666665,3.75,27,"right","yes","co"
1276,5.4285715,3.909091,18,"left","no","co"
1276,2.5,3.7142856,18,"right","no","cross"
1276,5.3333333,3,18,"left","yes","co"
1276,2,3.5,18,"right","yes","cross"
1277,5.75,5.25,15,"left","no","co"
1277,1.7142857,2,15,"right","no","cross"
1277,6.25,5.25,15,"left","yes","co"
1277,1.75,1.5,15,"right","yes","cross"
1278,5,4.3333335,16,"left","no","co"
1278,3.5,3.3,16,"right","no","cross"
1278,5,3,16,"left","yes","co"
1278,3.6666667,3.5,16,"right","yes","cross"
1281,4.5833333,3.25,22,"left","no","co"
1281,1.8,1.3,22,"right","no","cross"
1281,3.1999998,2.4000001,22,"left","yes","cross"
1281,1.5,1.5,22,"right","yes","cross"
1282,4.6470587,3.3529413,25,"left","no","co"
1282,4.375,3.375,25,"right","no","co"
1282,5.1111112,3.3333333,25,"left","yes","co"
1282,4.3333335,3,25,"right","yes","co"
1284,4.3,3.5999999,17,"left","no","co"
1284,2.1428571,2.5714285,17,"right","no","cross"
1284,4.5999999,3.5999999,17,"left","yes","co"
1284,2.25,2,17,"right","yes","cross"
1285,4.25,4.3636365,23,"left","no","co"
1285,4.5,4.4166665,23,"right","no","co"
1285,4.5,4.6666665,23,"left","yes","co"
1285,4.8000002,4.2222223,23,"right","yes","co"
1286,2.8000002,3,18,"left","no","cross"
1286,5.1666665,4.1666665,18,"right","no","co"
1286,3.3333335,3,18,"left","yes","cross"
1286,4.5,4.5,18,"right","yes","co"
1287,5.375,3.25,22,"left","no","co"
1287,2.2142856,2,22,"right","no","cross"
1287,5.25,3,22,"left","yes","co"
1287,2.2222223,2,22,"right","yes","cross"
1291,4.9000001,4.6999998,18,"left","no","co"
1291,3.125,2.375,18,"right","no","cross"
1291,4.6666667,4.6666665,18,"left","yes","co"
1291,3.2,2.2,18,"right","yes","cross"
1292,5.2727273,5.6363635,18,"left","no","co"
1292,3,3.4285715,18,"right","no","cross"
1292,5.2,5,18,"left","yes","co"
1292,2.6666667,3.6666667,18,"right","yes","cross"
1293,2,3.5,18,"left","no","cross"
1293,4.6666665,4.5,18,"right","no","co"
1293,2,3.4000001,18,"left","yes","cross"
1293,6,5,18,"right","yes","co"
1297,4.25,2.875,16,"left","no","co"
1297,5,3.625,16,"right","no","co"
1297,4.25,3,16,"left","yes","co"
1297,5.3333335,3.5,16,"right","yes","co"
1298,5.4285715,4.8571429,19,"left","no","co"
1298,2.25,2.3333333,19,"right","no","cross"
1298,5.3333333,3.6666667,19,"left","yes","co"
1298,3.75,3.5,19,"right","yes","cross"
1299,3.375,2.875,21,"left","no","cross"
1299,4.8461537,4.0769229,21,"right","no","co"
1299,3.6666665,3,21,"left","yes","cross"
1299,5,4.125,21,"right","yes","co"
1301,3.9000001,3.4000001,16,"left","no","cross"
1301,2.6666667,2,16,"right","no","cross"
1301,3.1999998,2.5999999,16,"left","yes","cross"
1301,2,3,16,"right","yes","cross"
1304,5,3.25,19,"left","no","co"
1304,2.7142856,3.2857144,19,"right","no","cross"
1304,5.1428571,3.7142856,19,"left","yes","co"
1304,3.3333333,3.3333333,19,"right","yes","cross"
1305,5.909091,4.181818,20,"left","no","co"
1305,2,2.4444444,20,"right","no","cross"
1305,6.1428572,5,20,"left","yes","co"
1305,2.25,2.5,20,"right","yes","cross"
1306,3.5,4,20,"left","no","cross"
1306,4.75,4.4000001,20,"right","no","co"
1306,3,4,20,"left","yes","cross"
1306,3,3.8,20,"right","yes","cross"
1308,5.5,6.5,24,"left","no","co"
1308,2.2307692,2.9285715,24,"right","no","cross"
1308,5,6.6666665,24,"left","yes","co"
1308,3,3.8333333,24,"right","yes","cross"
1309,5.6666667,5.1666665,15,"left","no","co"
1309,1.5714285,2.4444444,15,"right","no","cross"
1309,5,4.5,15,"left","yes","co"
1309,3,4.3333335,15,"right","yes","cross"
1310,5.8333333,5,17,"left","no","co"
1310,2.7272727,2.5454545,17,"right","no","cross"
1310,6,5,17,"left","yes","co"
1310,2.8333333,2.6666667,17,"right","yes","cross"
1312,5.4285715,5.8571429,14,"left","no","co"
1312,1.4285715,1.8571428,14,"right","no","cross"
1312,5.3333333,5,14,"left","yes","co"
1312,1,1.25,14,"right","yes","cross"
1313,5.8888888,3.4444444,16,"left","no","co"
1313,1,1.1428572,16,"right","no","cross"
1313,6.4,3.5999999,16,"left","yes","co"
1313,1,1.3333334,16,"right","yes","cross"
1314,5.2857144,5.8571429,27,"left","no","co"
1314,3.0769231,2.5384614,27,"right","no","cross"
1314,5,5.5555553,27,"left","yes","co"
1314,3,2.4000001,27,"right","yes","cross"
1315,4.2,3.9000001,17,"left","no","co"
1315,4.5714288,4.2857141,17,"right","no","co"
1315,3.8571429,3.2857144,17,"left","yes","cross"
1315,3.5,3.75,17,"right","yes","cross"
1317,5.0769231,4.4615383,25,"left","no","co"
1317,2,2.5,25,"right","no","cross"
1317,6.3333334,5.3333335,25,"left","yes","co"
1317,2.3333333,3,25,"right","yes","cross"
1319,2.090909,1.7272727,19,"left","no","cross"
1319,5.75,4.25,19,"right","no","co"
1319,2.5714288,1.7142857,19,"left","yes","cross"
1319,6,4.3333335,19,"right","yes","co"
1320,5.3333333,4.7777777,20,"left","no","co"
1320,1.8888888,2.2727273,20,"right","no","cross"
1320,6.5,5.5,20,"left","yes","co"
1320,1,1,20,"right","yes","cross"
1321,6.7,5.5,20,"left","no","co"
1321,1.2,1.7,20,"right","no","cross"
1321,6.75,5,20,"left","yes","co"
1321,1.125,1.5,20,"right","yes","cross"
1323,5.5,4.5454545,22,"left","no","co"
1323,1.9090909,2.7272727,22,"right","no","cross"
1323,6.75,5,22,"left","yes","co"
1323,1.3333334,2.6666667,22,"right","yes","cross"
1324,5.1666667,4.6666665,24,"left","no","co"
1324,2.5833333,2.75,24,"right","no","cross"
1324,5.5,4,24,"left","yes","co"
1324,3.375,3,24,"right","yes","cross"
1325,4.2727273,4.2727275,21,"left","no","co"
1325,3.7,3,21,"right","no","cross"
1325,4.125,4.125,21,"left","yes","co"
1325,2.3333333,2,21,"right","yes","cross"
1326,5,4.5999999,20,"left","no","co"
1326,3.2222223,3.5,20,"right","no","cross"
1326,5,4.3333335,20,"left","yes","co"
1326,2.25,2.75,20,"right","yes","cross"
1327,5.7,4.5999999,16,"left","no","co"
1327,1.8333334,1.6666666,16,"right","no","cross"
1327,6.5,4.25,16,"left","yes","co"
1327,1.6666666,1.6666666,16,"right","yes","cross"
1328,5.3,5.6999998,18,"left","no","co"
1328,1.75,2,18,"right","no","cross"
1328,5.5,5.25,18,"left","yes","co"
1328,1.6666666,2,18,"right","yes","cross"
1329,5.8333333,5.5,15,"left","no","co"
1329,2.25,2.6666667,15,"right","no","cross"
1329,6,6.6666665,15,"left","yes","co"
1329,2.25,2.75,15,"right","yes","cross"
1330,5.090909,4.5454545,21,"left","no","co"
1330,1.8,1.8,21,"right","no","cross"
1330,5,3.8571429,21,"left","yes","co"
1330,2,1.8333334,21,"right","yes","cross"
1331,5.9375,4.3125,28,"left","no","co"
1331,2.4166667,2.4166667,28,"right","no","cross"
1331,5.6666667,4.5555553,28,"left","yes","co"
1331,2.2857144,2.1428571,28,"right","yes","cross"
1332,4.4444444,4,19,"left","no","co"
1332,1.9,2.3,19,"right","no","cross"
1332,4.5999999,4.1999998,19,"left","yes","co"
1332,1.5,1.5,19,"right","yes","cross"
1333,3.2142859,2.7142856,23,"left","no","cross"
1333,4.1111112,4,23,"right","no","co"
1333,3.1428571,2.5714285,23,"left","yes","cross"
1333,3.75,3.25,23,"right","yes","cross"
1334,5.2222223,3.7777777,18,"left","no","co"
1334,1.3333334,2.5555556,18,"right","no","cross"
1334,5.25,4.75,18,"left","yes","co"
1334,1.3333334,2.3333333,18,"right","yes","cross"
1335,2.1666665,2.6666667,19,"left","no","cross"
1335,4.2857141,3.4285715,19,"right","no","co"
1335,1.7142859,2.8571429,19,"left","yes","cross"
1335,3.6666667,2.6666667,19,"right","yes","cross"
1336,5.25,4.75,17,"left","no","co"
1336,3,3.8888888,17,"right","no","cross"
1336,4.8,4,17,"left","yes","co"
1336,2.5,4.5,17,"right","yes","cross"
1337,3.1428571,2.9285715,31,"left","no","cross"
1337,4.875,4.647059,31,"right","no","co"
1337,2.125,2.25,31,"left","yes","cross"
1337,4.5999999,3.6666667,31,"right","yes","co"
1338,5.6363637,5.2727275,18,"left","no","co"
1338,2.4285715,1.7142857,18,"right","no","cross"
1338,5.2857144,4.8571429,18,"left","yes","co"
1338,2.5,1.75,18,"right","yes","cross"
1340,3.8333335,4.1666665,18,"left","no","cross"
1340,3.909091,4.0833335,18,"right","no","cross"
1340,4.3333333,4.3333335,18,"left","yes","co"
1340,3.75,4,18,"right","yes","cross"
1342,3.8333335,5,17,"left","no","cross"
1342,2.4285715,4,17,"right","no","cross"
1342,4.3333333,5.5,17,"left","yes","co"
1342,3.3333333,4,17,"right","yes","cross"
1344,5.7142856,4.7142859,16,"left","no","co"
1344,2.25,2.8888888,16,"right","no","cross"
1344,5.5999999,5.1999998,16,"left","yes","co"
1344,1.8,2.8333333,16,"right","yes","cross"
1345,5.8888888,4.3333335,17,"left","no","co"
1345,2,2.25,17,"right","no","cross"
1345,5.8333333,4.3333335,17,"left","yes","co"
1345,1.2,1.4,17,"right","yes","cross"
1346,2.9230771,3,20,"left","no","cross"
1346,4.7142859,3.7142856,20,"right","no","co"
1346,3.5714288,2.8571429,20,"left","yes","cross"
1346,4.5,3.75,20,"right","yes","co"
1347,5,4.9000001,21,"left","no","co"
1347,2.3333333,2.5454545,21,"right","no","cross"
1347,5,4.5,21,"left","yes","co"
1347,3,3.2,21,"right","yes","cross"
1348,2.4285712,2.8571429,17,"left","no","cross"
1348,4.5999999,3.4000001,17,"right","no","co"
1348,1.6666665,1.6666666,17,"left","yes","cross"
1348,5.1999998,3.2,17,"right","yes","co"
1349,5.5,4.3846154,27,"left","no","co"
1349,4.4166665,4.2857141,27,"right","no","co"
1349,5.5,4.1999998,27,"left","yes","co"
1349,4.25,4,27,"right","yes","co"
1350,6.1111112,5.5555553,24,"left","no","co"
1350,1.6,2,24,"right","no","cross"
1350,6.4,5.1999998,24,"left","yes","co"
1350,1.7142857,2.7142856,24,"right","yes","cross"
1353,3.8333335,3.6666667,22,"left","no","cross"
1353,4.3333335,3.9000001,22,"right","no","co"
1353,3.1428571,3.5714285,22,"left","yes","cross"
1353,4.6666665,4.3333335,22,"right","yes","co"
1354,5.1111112,4.1111112,19,"left","no","co"
1354,3.5999999,3.3,19,"right","no","cross"
1354,5.5,4.5,19,"left","yes","co"
1354,3,2.8,19,"right","yes","cross"
1355,4.6428571,3.6428571,23,"left","no","co"
1355,3,2.4444444,23,"right","no","cross"
1355,4.8571429,3.2857144,23,"left","yes","co"
1355,3.1666667,2.8333333,23,"right","yes","cross"
1356,5.5999999,5.1999998,18,"left","no","co"
1356,3.25,2.625,18,"right","no","cross"
1356,5.6666667,5.5,18,"left","yes","co"
1356,4.6666665,2.3333333,18,"right","yes","co"
1357,6,6.5999999,19,"left","no","co"
1357,1.8888888,2.3333333,19,"right","no","cross"
1357,5.8,6.8000002,19,"left","yes","co"
1357,1.3333334,2,19,"right","yes","cross"
1358,2.5,4.4545455,21,"left","no","cross"
1358,3,4.1999998,21,"right","no","cross"
1358,2.5,4,21,"left","yes","cross"
1358,3,4.1999998,21,"right","yes","cross"
1359,4.5,4,16,"left","no","co"
1359,3.5,4.4444447,16,"right","no","cross"
1359,4.5,3.5,16,"left","yes","co"
1359,3,4.5,16,"right","yes","cross"
1360,3.4545455,3,19,"left","no","cross"
1360,5,3.5,19,"right","no","co"
1360,3.1999998,3,19,"left","yes","cross"
1360,5,3,19,"right","yes","co"
1361,3.5714288,3.8571429,15,"left","no","cross"
1361,2.4285715,3.125,15,"right","no","cross"
1361,3.3333335,5.3333335,15,"left","yes","cross"
1361,2.6666667,2.8333333,15,"right","yes","cross"
1362,4.3571429,3.4117646,25,"left","no","co"
1362,3.4000001,3.75,25,"right","no","cross"
1362,3.6666665,3.5,25,"left","yes","cross"
1362,3,3.5999999,25,"right","yes","cross"
1363,3.3076925,3.3076923,25,"left","no","cross"
1363,4.3636365,3.5833333,25,"right","no","co"
1363,3,3.75,25,"left","yes","cross"
1363,4.5,3.7777777,25,"right","yes","co"
1364,4.75,3.5,17,"left","no","co"
1364,3.1111112,3.2222223,17,"right","no","cross"
1364,5,3.2,17,"left","yes","co"
1364,3.2,2.8,17,"right","yes","cross"
1365,3.5833335,3.1666667,24,"left","no","cross"
1365,3.5833333,3.5,24,"right","no","cross"
1365,3.7142859,3.5714285,24,"left","yes","cross"
1365,3.25,3.75,24,"right","yes","cross"
1366,6,3.75,16,"left","no","co"
1366,1.625,1.625,16,"right","no","cross"
1366,6,4,16,"left","yes","co"
1366,2,1.8,16,"right","yes","cross"
1367,5.6666667,4.4444447,24,"left","no","co"
1367,2.5333333,2.5999999,24,"right","no","cross"
1367,6.25,5.75,24,"left","yes","co"
1367,2.4444444,2.5555556,24,"right","yes","cross"
1368,5.75,4.875,25,"left","no","co"
1368,2.1176472,2.6470587,25,"right","no","cross"
1368,5.3333333,5,25,"left","yes","co"
1368,2.2142856,2.4285715,25,"right","yes","cross"
1369,6.0714285,3,27,"left","no","co"
1369,2.1538463,3.9230769,27,"right","no","cross"
1369,6,2.5,27,"left","yes","co"
1369,1.625,3.5,27,"right","yes","cross"
1370,4.25,3.75,22,"left","no","co"
1370,4.3000002,3.9000001,22,"right","no","co"
1370,4.1111112,3.5555556,22,"left","yes","co"
1370,4.1999998,3.5999999,22,"right","yes","co"
1372,3.7142859,5.2857141,19,"left","no","cross"
1372,2.9166667,3.5833333,19,"right","no","cross"
1372,3.5,5,19,"left","yes","cross"
1372,2.5,4,19,"right","yes","cross"
1373,5.7142856,3.8571429,16,"left","no","co"
1373,1.8888888,1.8888888,16,"right","no","cross"
1373,5.25,4,16,"left","yes","co"
1373,2.6666667,2,16,"right","yes","cross"
1375,4.5,4,24,"left","no","co"
1375,3.5,3,24,"right","no","cross"
1375,5,4.2857141,24,"left","yes","co"
1375,3.5999999,3.2,24,"right","yes","cross"
1376,3.7777777,4.6666665,22,"left","no","cross"
1376,3.1538463,3.0769231,22,"right","no","cross"
1376,3.1666665,4.5,22,"left","yes","cross"
1376,3.4444444,3.1111112,22,"right","yes","cross"
1377,5.7142856,5.4285712,18,"left","no","co"
1377,2.5454545,3.090909,18,"right","no","cross"
1377,5.3333333,5,18,"left","yes","co"
1377,3,3.5714285,18,"right","yes","cross"
1378,3.7142859,4.3333335,19,"left","no","cross"
1378,3.7,3.5999999,19,"right","no","cross"
1378,3.4000001,4.3333335,19,"left","yes","cross"
